wdid,name,icrsra,icrsdec,spectype,teff,logg,Dpc,V,su
Gaia DR2 2205493129867600256,Gaia EDR3 2205493129867600256,22 25 49.72,63 57 48.88,DC,5027.3913,7.807471,37.99,,
WD 0551+468,Gaia EDR3 198027266851070848,05 55 43.05,46 50 39.98,DA,5025.64953,7.838186,29.97,17.23,
2MASS J07085228-6706314,Gaia EDR3 5280944182024023552,07 08 51.67,-67 06 32.93,DC,5020.0,7.99,16.96,16.22,
NLTT 12934,Gaia EDR3 229143725086190336,04 18 05.48,42 10 58.81,DA,5013.50644,7.826904,29.66,17.06,
WD 2227+232,Gaia EDR3 1875613386395668864,22 29 34.22,23 27 38.65,DA,5013.0,8.108,36.54,,20.123
WD 0840-136,Gaia EDR3 5734737438536674432,08 42 48.17,-13 47 13.61,DZ,5010.0,8.047,14.81,15.72,
Gaia DR2 396963005168870528,Gaia EDR3 396963005168870528,01 30 55.19,44 14 24.67,DZA,5005.0,7.998,38.17,,20.057
GJ 432 B,Gaia EDR3 3478127467639543296,11 34 29.59,-32 49 49.14,DC,5000.0,8.0,9.56,15.0,
2MASS J04555136+3840505,Gaia EDR3 199060743352070528,04 55 51.71,38 40 50.03,DA,4999.82762,7.992796,32.26,,
Gaia DR2 1348795004265872000,Gaia EDR3 1348795004265872000,17 34 04.31,44 23 02.01,DA,4998.41662,7.986189,37.47,,19.854
LP 70-238,J1653+6253,16 53 59.98,62 53 57.31,DC,4993.0,9.746,30.78,,19.7
SDSS J110318.87+393558.3,Gaia EDR3 776981269136616960,11 03 18.95,39 35 58.24,DAZ,4993.0,7.91,38.88,,20.0
2MASS J11153694+0033171,Gaia EDR3 3810099989754827136,11 15 36.99,00 33 13.07,DA,4989.0,7.524,39.89,,19.522
WD 2322+137,Gaia EDR3 2813020961166816512,23 25 20.25,14 03 41.44,DA,4985.1271,7.304846,23.54,15.81,18.052
WD 0801+228,J0804+2239,08 04 40.63,22 39 44.50,DZ,4985.0,7.953013,39.41,,19.73
2MASS J07535663-2524016,Gaia EDR3 5602379190880667904,07 53 56.27,-25 23 58.18,DA,4975.0,7.937,17.82,16.27,
Wolf 489,LHS 46,13 36 31.68,03 40 44.40,DA,4971.0,7.94,8.24,14.66,16.794
Gaia DR2 980918204822332416,Gaia EDR3 980918204822332416,07 05 49.53,51 42 43.15,DA,4970.92152,8.138701,39.83,,
Gaia DR2 3249479592235301376,Gaia EDR3 3249479592235301376,03 45 01.67,-03 48 49.06,DA,4960.0,7.85,31.07,,
Gaia DR2 4341773063622911872,Gaia EDR3 4341773063622911872,16 04 20.37,-13 31 25.48,DA,4960.0,7.76,37.50,,
EGGR 417,Gaia EDR3 48829075167625472,04 10 17.88,19 54 21.07,DC,4959.714,8.18423,29.13,17.71,19.647
Gaia DR2 4528439381757452928,Gaia EDR3 4528439381757452928,18 23 59.42,20 22 47.64,DC,4953.809,8.010975,38.49,,
2MASS J18215954-5951484,Gaia EDR3 6635520414133666944,18 21 59.39,-59 51 54.25,DC,4950.0,7.44,30.15,16.85,
Gaia DR2 3583402849843287680,Gaia EDR3 3583402849843287680,12 29 55.77,-07 07 28.68,DA,4950.0,7.8,35.37,17.45,
WD 2119+040,Gaia EDR3 2693095097621419648,21 22 12.27,04 13 50.15,DA,4948.0,7.784,24.22,16.78,18.86
Gaia DR2 3032020450247993600,Gaia EDR3 3032020450247993600,07 24 35.18,-13 38 35.79,DA,4940.0,8.04,36.24,17.31,20.075
Gaia DR2 4491748511228743808,Gaia EDR3 4491748511228743808,17 20 06.75,10 22 29.49,DC,4939.44133,7.90028,37.60,,20.057
EGGR 52,LHS 230A,07 30 47.31,48 10 26.61,DA,4934.0,7.89,11.11,15.26,
NLTT 57978,Gaia EDR3 2742789930821144320,23 47 35.31,03 04 35.57,DC,4929.08626,7.741709,25.17,16.9,19.14
GJ 3182,Gaia EDR3 453562088496088320,02 48 35.65,54 23 16.30,DAZ,4928.61299,8.008612,10.87,15.34,
Gaia DR2 5167424240722533760,Gaia EDR3 5167424240722533760,03 11 24.62,-08 53 25.66,DA,4920.0,7.79,38.96,,
Gaia DR2 3160815489969826944,Gaia EDR3 3160815489969826944,06 59 10.88,12 25 24.64,DA,4918.84278,7.845129,36.98,,19.896
LP 20-214,Gaia EDR3 1717341818608187648,12 14 32.47,78 22 52.32,DZ,4911.0,7.925,32.65,,
WD 0802+387,Gaia EDR3 908962109449446656,08 05 56.82,38 33 35.85,DA,4911.0,8.066,20.63,16.89,19.015
WD 0344+014,Gaia EDR3 3270079526697712768,03 47 07.08,01 38 41.11,DC,4908.69588,7.848347,20.17,16.51,
WD 2008-600,Gaia EDR3 6443365570172526848,20 12 32.51,-59 57 13.94,DC,4905.0,7.77,16.45,15.82,
2MASS J04332980+0414477,Gaia EDR3 3282093301842469376,04 33 29.90,04 14 40.58,DA,4900.99215,8.015474,24.30,,
WD 2133+463,Gaia EDR3 1977417206686680704,21 35 17.75,46 33 11.69,DA,4900.26701,7.91818,39.03,17.97,
LHS 1158,Gaia EDR3 2356519298275043200,00 51 11.51,-20 28 03.14,DA,4895.0,7.923,26.92,17.19,
GJ 4166,Gaia EDR3 1844125748497557632,20 50 20.16,26 30 35.95,DA,4894.98772,7.26646,19.14,15.61,17.699
LHS 2478,1153+135,11 56 12.37,13 15 55.45,DC10.3,4889.0,7.766,35.35,17.73,
Gaia DR2 2149253075743572224,Gaia EDR3 2149253075743572224,18 21 47.23,55 09 07.45,DA,4887.55385,7.859318,30.94,,
Gaia DR2 4585067258532443776,Gaia EDR3 4585067258532443776,18 20 21.66,26 19 36.69,DA,4887.40341,8.191306,39.78,,
WD 2345-447,J2348-4428,23 48 16.77,-44 28 11.76,DZ,4886.0,8.1076,36.3046,17.87,
EGGR 105,Gaia EDR3 1232045934759720192,14 12 14.68,15 32 53.49,DC,4882.63653,8.06706,36.48,,20.22
WD 0222-291,J0224-2854,02 24 32.88,-28 54 59.95,DC,4882.0,8.0,28.97,18.05,
Gaia DR2 4348098485293072128,J1556-0806,15 56 47.92,-08 06 04.49,DC,4876.0,9.552,32.72,,
PHL 6585,Gaia EDR3 2523840155996531456,00 45 06.46,-06 08 30.56,DC,4875.0,8.419,30.28,18.26,20.48
2MASS J17470830+2859098,Gaia EDR3 4596322473734130304,17 47 08.15,28 59 07.26,DC,4861.6277,7.783851,36.58,,
2MASS J00022257+6357443,Gaia EDR3 431635455820288128,00 02 24.88,63 57 45.88,DC,4861.09575,7.939469,26.28,,
Gaia DR2 1686322048672412288,Gaia EDR3 1686322048672412288,13 05 02.63,70 22 45.20,DC,4859.66938,8.989732,34.63,,
Gaia DR2 6272326022391660928,Gaia EDR3 6272326022391660928,14 30 14.78,-24 03 32.36,DC,4859.0,7.9,32.57,,
Gaia DR2 4483974792231866624,Gaia EDR3 4483974792231866624,18 26 24.42,11 20 45.09,DA,4858.24522,7.845059,26.99,,
Gaia DR2 2256410856215182464,Gaia EDR3 2256410856215182464,18 35 17.90,64 21 19.51,DC,4857.54238,7.987771,30.22,,19.884
LSPM J0546+1115,Gaia EDR3 3337021260634868224,05 46 15.48,11 15 56.21,DC,4850.99914,7.893084,36.54,,
Gaia DR2 2080526555267049984,Gaia EDR3 2080526555267049984,19 45 29.62,46 50 00.41,DA,4847.88556,7.900849,28.76,,
Gaia DR2 4484184592790777728,Gaia EDR3 4484184592790777728,18 25 23.88,11 35 58.06,DA,4847.74916,7.865104,19.64,,
NLTT 42988,Gaia EDR3 1653044367185115264,16 28 38.60,70 53 14.39,DA,4847.62273,7.949628,32.71,,
Gaia DR2 3112162508466471808,Gaia EDR3 3112162508466471808,06 58 45.51,-01 15 57.23,DA,4840.0,8.02,37.49,,
Gaia DR2 355669578975070976,Gaia EDR3 355669578975070976,02 18 39.68,50 13 48.94,DA,4839.2221,7.759319,27.04,,
Gaia DR2 2169971345155578752,Gaia EDR3 2169971345155578752,20 48 31.60,51 10 44.29,DC,4837.86124,7.921629,38.73,,
Gaia DR2 4153937891610652928,Gaia EDR3 4153937891610652928,18 15 38.95,-11 40 44.42,DC,4830.0,7.86,39.07,,
NLTT 51908,Gaia EDR3 2701893698904233216,21 42 54.40,08 05 24.23,DA,4830.0,8.0,29.90,15.66,19.527
Gaia DR2 1929287700069881856,Gaia EDR3 1929287700069881856,22 52 58.31,39 28 19.42,DC,4826.22609,7.938592,39.55,,
WD J1403+4533,J1403+4533,14 03 24.34,45 33 31.67,DC,4823.0,7.852,34.38,18.91,20.15548
GJ 3420,Gaia EDR3 890661253803216896,07 00 52.11,31 57 34.30,DA,4821.77874,7.874488,19.62,16.593,
Gaia DR2 3073747187092773632,Gaia EDR3 3073747187092773632,08 49 57.58,-01 56 15.38,DC,4820.0,7.89,27.91,17.35,19.601
Gaia DR2 4323956302321933952,Gaia EDR3 4323956302321933952,16 28 18.77,-17 39 19.72,DA,4820.0,7.79,32.27,,
WD 1814+134,Gaia EDR3 4497414466452138496,18 17 06.02,13 28 07.14,DA,4816.11257,7.767634,15.13,15.86,18.03
LP 349-1,Gaia EDR3 2855790657816672000,00 21 47.21,26 40 31.12,DC,4812.4701,7.89551,32.86,,19.808
WD 1252+471,Gaia EDR3 1531097433767946240,12 55 06.76,46 55 17.06,DC,4810.00331,8.361102,37.26,18.75,20.872
EGGR 411,Gaia EDR3 127366331745660288,02 31 41.44,27 09 53.14,DA,4801.3794,7.847769,28.16,,19.582
WD J0135-546,Gaia EDR3 4912620293662031104,01 35 39.95,-54 35 26.51,DC,4800.0,8.0,38.72,18.37,
LP 428-41,Gaia EDR3 639665392247496576,09 48 05.94,20 23 15.44,DC,4798.3468,7.94643,37.20,,20.32
GJ 4054,Gaia EDR3 2158285185808357504,18 21 20.16,61 00 56.21,DA,4795.80262,7.751312,13.71,15.67,
GJ 3866,Gaia EDR3 6282457918962299776,14 47 24.11,-17 42 21.24,DC,4795.0,8.387,13.30,16.43,
2MASS J18195921+1739190,Gaia EDR3 4523585076572785408,18 19 59.48,17 39 20.49,DC,4794.96465,7.959613,34.20,,
WD 2305+239,Gaia EDR3 2842462137347560320,23 08 12.98,24 14 24.34,DC,4786.43069,7.837222,40.00,,20.469
Gaia DR2 2676567307551465088,Gaia EDR3 2676567307551465088,21 58 39.04,-02 39 16.88,DC,4780.0,7.84,28.03,,19.571
GJ 3288,Gaia EDR3 3283853143218651264,04 26 21.37,04 32 21.50,DA,4776.52268,8.114023,21.25,17.14,
Gaia DR2 4349513797276615680,Gaia EDR3 4349513797276615680,16 04 14.77,-07 27 05.07,DC,4770.0,8.47,26.87,,
Gaia DR2 78649033103100416,Gaia EDR3 78649033103283584,02 02 10.64,16 02 03.09,DZ,4763.61789,8.130832,32.27,,21.232
LHS3151,Gaia EDR3 4411572123331402880,16 04 52.91,00 55 12.31,DC,4763.27858,7.823114,32.47,17.76,19.903
NLTT 13519,Gaia EDR3 159277625222514048,04 34 20.48,30 54 17.79,DC,4756.73336,8.054611,34.07,,
Gaia DR2 4230380819051252736,Gaia EDR3 4230380819051252736,20 15 30.34,00 01 10.59,DC,4755.58062,7.922797,25.47,,19.454
EGGR 463,Gaia EDR3 2790494850219788160,01 04 57.72,21 20 10.53,DC,4752.40115,8.116686,32.46,18.09,20.337
LP 324-69,Gaia EDR3 1454347089739329152,14 06 44.34,31 30 25.85,DC,4745.69739,7.909589,39.46,,20.54
Gaia DR2 4542785981266940416,Gaia EDR3 4542785981266940416,17 29 45.28,14 35 41.64,DC,4731.37613,8.246431,31.86,,
Gaia DR2 2676566272464334720,Gaia EDR3 2676566272464334720,21 58 47.03,-02 40 24.84,DC,4730.0,7.83,27.98,,19.73
Gaia DR2 4379812558164849408,Gaia EDR3 4379812558164849408,17 05 02.70,-01 45 05.40,DC,4730.0,7.97,28.30,,19.97
NLTT 45830,Gaia EDR3 2123432247756223488,18 01 27.30,50 50 02.53,DC,4726.126,7.837777,30.98,,19.87
WD 1856+534,Gaia EDR3 2146576589564898688,18 57 39.78,53 30 32.46,DC,4707.39834,7.865293,24.76,,
LP 267-311,Gaia EDR3 1517239773324267904,12 54 10.97,36 20 58.08,DC,4706.02839,7.811377,28.55,,19.74
LSPM J1614+0906,Gaia EDR3 4452997701376633728,16 14 24.61,09 05 57.78,DC,4695.99988,7.835008,27.85,,19.69
Gaia DR2 3156974449176326528,Gaia EDR3 3156974449176326528,07 17 02.74,11 25 38.67,DA,4688.93169,7.783584,29.65,,
WD 0921+315,Gaia EDR3 700531568527365376,09 24 30.61,31 20 27.55,DC,4686.58124,7.935528,38.19,,20.56
WD 0958+436,Gaia EDR3 808030648576069760,10 02 04.13,43 26 44.13,DC,4671.83733,7.897745,34.94,,20.463
LHS 2710,Gaia EDR3 3506567328028533120,13 16 18.85,-20 07 31.43,DZ,4667.0,8.1418,23.13,17.16,
WD 1108+207,Gaia EDR3 3990494251184010496,11 10 58.40,20 26 06.23,DC,4658.59079,7.940419,27.85,17.7,19.972
WD 1033+714,Gaia EDR3 1076941716370493696,10 36 56.33,71 10 51.30,DC,4657.67021,8.135345,17.63,16.94,
LP 606-32,Gaia EDR3 5764485618978306176,08 59 13.08,-00 58 44.77,DC,4655.0,7.733,18.25,16.33,18.382
2MASS J19400895+8348579,Gaia EDR3 2301882675705225472,19 40 00.36,83 48 51.28,DC,4653.64409,8.223807,35.73,,
GJ 1102 B,Gaia EDR3 3144837112115126400,07 50 15.57,07 11 08.45,DC,4648.6998,7.878926,18.15,16.99,19.729
2MASS J02145697+7746000,Gaia EDR3 561231932144411008,02 14 58.37,77 45 53.82,DC,4647.76861,8.085982,39.68,,
LP 410-52,Gaia EDR3 88996326578456192,02 33 39.05,21 25 09.73,DC,4641.64331,7.798969,28.48,,19.85
Gaia DR2 4539227892919675648,Gaia EDR3 4539227892919675648,18 47 33.56,28 20 52.05,DC,4630.0,8.14,40.00,,
LP 240-30,Gaia EDR3 383108338321272448,00 07 54.61,39 47 30.95,DC,4626.68914,6.88253,34.36,17.12,
WD 0541+260,Gaia EDR3 3429296884940000000,05 44 58.85,26 02 37.91,DC,4625.22834,7.108128,36.01,,
2MASS J05265609+4435395,Gaia EDR3 208021900557436800,05 26 56.49,44 35 32.80,DC,4621.83572,7.836165,38.89,,
WD 1434+437,Gaia EDR3 1493367245581725184,14 36 42.37,43 32 42.68,DC,4618.75082,7.848068,27.16,,19.897
LHS 2534,Gaia EDR3 3694399755554510720,12 14 56.77,-02 34 09.55,DZP10.9,4618.0,7.873,38.05,17.85,20.872
MASTER OT J005559.13+594802.1,Gaia EDR3 426122397136335872,00 55 59.26,59 48 01.63,DC,4615.00107,7.820289,22.84,,
Gaia DR2 2146645790077864704,Gaia EDR3 2146645790077864704,18 55 17.93,53 59 22.63,DC,4610.30438,7.883771,28.01,,
WD 1717-014,Gaia EDR3 4367353266060378624,17 19 52.48,-01 30 04.87,DC:10.9,4605.0,7.98,38.48,,
GJ 4133,Gaia EDR3 4190813690536580608,20 05 36.03,-10 56 55.74,DC,4600.0,8.179,17.30,16.9,19.41317
2MASS J13453297+4200437,Gaia EDR3 1500607765872799616,13 45 32.69,42 00 45.71,DC,4588.22146,7.153651,37.47,,19.76
Gaia DR2 1936315366080098432,Gaia EDR3 1936315366080098432,23 03 04.34,46 32 39.63,DC,4583.01377,8.053666,39.54,,
2MASS J03105758+6634022,Gaia EDR3 492442090962517376,03 10 59.44,66 33 55.67,DC,4580.67495,7.781646,38.40,,
LP 823-44,Gaia EDR3 2394366515727615104,23 43 14.70,-16 59 44.76,DZ,4580.0,7.99,24.79,17.01,
Gaia DR2 1117334024067935872,Gaia EDR3 1117334024067935872,08 58 04.54,68 13 37.78,DC,4577.51303,7.943278,38.16,,
Gaia DR2 2747384888699406080,J0027+0554,00 27 02.83,05 54 26.64,DC,4575.0,8.275182,36.96,,20.345
Gaia DR2 4355229123137665792,Gaia EDR3 4355229123137665792,16 21 25.56,-05 52 20.36,DC,4570.0,7.74,39.04,,
GJ 1179 B,Gaia EDR3 1251824057289839744,13 48 01.28,23 34 48.44,DC,4557.88813,7.755602,11.86,15.65,18.118
WD 0749+426,Gaia EDR3 925532265076649472,07 53 13.44,42 29 55.37,DC,4557.6557,7.797871,27.42,17.45,20.072
Gaia DR2 2818957013992481280,J2317+1830,23 17 26.70,18 30 45.51,DC,4557.0,8.777569,37.86,,21.784
WD 0233-242,Gaia EDR3 5125186299678747008,02 35 21.67,-24 00 56.84,DC,4555.0,7.267,18.47,15.94,
Gaia DR2 1929838143078434432,J2305+3922,23 05 49.95,39 22 25.27,DC,4550.0,8.875308,35.90,,
Gaia DR2 2669936427801840256,J2150-0439,21 50 08.61,-04 39 03.77,DC,4549.0,8.32,35.50,,19.576
Gaia DR2 4611204329256349312,Gaia EDR3 4611204329256349312,17 59 19.52,39 24 58.42,DC,4537.50609,7.815355,39.21,,20.877
Gaia DR2 1007682723024253184,Gaia EDR3 1007682723024253184,06 18 48.49,62 04 24.05,DC,4533.72807,7.803015,39.08,,
Gaia DR2 2064284054100290048,Gaia EDR3 2064284054100290048,20 31 02.72,39 34 56.23,DC,4533.0803,7.866216,35.20,,
Gaia DR2 2208530698238308736,Gaia EDR3 2208530698238308736,23 00 56.26,64 08 14.09,DC,4530.97586,7.852236,36.50,,20.667
GJ 3614,Gaia EDR3 3553682127126319360,10 38 55.24,-20 40 48.01,DQpec,4530.0,8.074,14.12,16.25,
PM J17476-5436,Gaia EDR3 5920900901901635968,17 47 36.11,-54 36 36.07,DC,4530.0,7.97,13.52,16.28,
Gaia DR2 983979721933760768,Gaia EDR3 983979721933760768,07 30 24.99,53 32 10.52,DC,4527.09629,7.858605,36.20,,
Gaia DR2 5651964996310470144,Gaia EDR3 5651964996310470144,09 09 12.77,-22 46 26.96,DC,4510.0,7.98,39.35,18.5,
Gaia DR2 4094555467661923328,Gaia EDR3 4094555467661923328,18 19 09.70,-19 34 41.79,DC,4500.0,7.87,39.48,,
Gaia DR2 5755957119598921728,Gaia EDR3 5755957119598921728,08 55 34.62,-08 33 52.82,DC,4500.0,7.75,33.12,18.04,
Gaia DR2 1892992267183979776,Gaia EDR3 1892992267183979776,21 57 59.97,27 05 24.80,DC,4499.42017,7.729421,36.97,,20.675
WD 1012+083.2,Gaia EDR3 3875651975353757440,10 15 01.43,08 06 13.78,DC,4491.34735,7.806533,29.48,,20.318
NAME HL 4,J0555-0410,05 55 09.49,-04 10 04.30,DZ,4491.0,7.9157,6.4412,14.45,
Gaia DR2 3080914632816248448,Gaia EDR3 3080914632816248448,07 52 52.77,-03 07 06.29,DC,4470.0,7.79,37.18,,
LHS 1093,Gaia EDR3 2528728726428345216,00 32 10.54,-02 53 59.22,DA,4470.0,8.07,23.54,17.32,19.912
EGGR 555,Gaia EDR3 2631967439437024384,23 19 08.87,-06 13 15.40,DC,4465.0,7.725,36.30,18.15,20.62
Gaia DR2 6250213984568447872,Gaia EDR3 6250213984568447872,16 00 40.25,-16 54 27.10,DC,4460.0,8.13,30.34,18.36,21.97
Gaia DR2 6875432476922523520,Gaia EDR3 6875432476922523520,20 31 00.60,-14 50 41.42,DC,4460.0,8.03,37.85,,21.171
VB 3,Gaia EDR3 5588614164276695424,07 45 38.07,-33 55 24.45,DC,4460.0,7.96,15.43,16.59,
LSPM J2059+5517,Gaia EDR3 2188860027203347968,20 59 45.41,55 17 36.71,DC,4442.14425,7.8977,22.75,,19.97
Gaia DR2 2541549062071571968,Gaia EDR3 2541549062071571968,00 13 33.36,-02 13 21.95,DC,4440.0,7.8,38.82,,21.015
Gaia DR2 4288942973032203904,J1922+0233,19 22 06.27,02 33 12.83,DZ,4436.0,9.1,39.40,,
WD 2226-754,Gaia EDR3 6357630601240673792,22 30 41.70,-75 14 24.45,DC,4410.0,7.87,15.04,16.56,
WD 2215+368,Gaia EDR3 1907041590544054656,22 17 48.23,37 07 52.37,DC,4393.78022,7.837446,20.31,17.16,
Gaia DR2 3249479592234269056,Gaia EDR3 3249479592234269056,03 45 01.52,-03 48 53.97,DC,4390.0,7.87,31.03,,
WD 1120+073,Gaia EDR3 3817534337626005632,11 23 31.46,07 01 19.90,DC,4370.0,7.348,32.016,17.49,
VB 11,Gaia EDR3 6913810483611035776,20 56 48.62,-04 50 43.11,DC,4365.0,7.854,16.19,16.69,
Gaia DR2 1722236328978172928,Gaia EDR3 1722236328978172928,15 15 33.54,82 30 31.52,DZH,4361.46541,7.804449,38.27,,
PM J02238+2055,Gaia EDR3 87648226538760064,02 23 48.97,20 55 46.25,DC,4344.08258,7.808131,38.48,,21.3
WD 0011-399,Gaia EDR3 4996458845552956928,00 13 47.18,-39 37 35.88,DC,4340.0,8.0,35.84,18.19,
LP 315-42,Gaia EDR3 740483560857296768,10 11 41.43,28 45 47.66,DQpecP,4335.0,8.211,14.73,17.51,18.27
Gaia DR2 20484382662003968,Gaia EDR3 20484382662003968,02 50 07.33,08 17 46.70,DC,4329.29459,7.649362,38.00,,
SDSS J115814.51+000458.2,Gaia EDR3 3795052348495488896,11 58 14.49,00 05 01.48,DC,4310.88072,7.759996,34.60,,20.93
WD 1346+121,Gaia EDR3 3728074738695246336,13 49 02.48,11 55 05.10,DC,4289.16105,8.002497,28.34,18.17,20.585
LP 771-7,Gaia EDR3 5128633195616949120,02 45 32.47,-19 51 33.79,DC,4275.0,7.797,32.15,,
LP 355-59,Gaia EDR3 62884540326096896,03 20 20.37,23 33 25.85,DC,4274.43461,7.21242,39.80,,
LP 448-24,Gaia EDR3 4549622027311531904,17 43 00.47,17 01 41.21,DC,4266.06233,7.898005,33.42,,21.268
LHS 3088,Gaia EDR3 1401010605309570816,15 34 50.43,46 49 52.29,DC,4253.95658,7.800241,30.79,,20.957
GJ 1102 A,Gaia EDR3 3144837318276010624,07 50 14.81,07 11 20.40,DC,4241.61851,7.7608,18.19,16.69,18.963
Gaia DR2 5181816233750415488,Gaia EDR3 5181816233750415488,03 11 39.27,-05 51 16.44,DC,4220.0,7.83,31.63,18.72,
Gaia DR2 5709868512742196608,Gaia EDR3 5709868512742196608,08 31 51.25,-16 43 37.99,DC,4220.0,7.93,36.05,,
WD 2226-755,Gaia EDR3 6357629089412187648,22 30 35.25,-75 15 53.55,DC,4200.0,7.89,15.04,16.87,
LHS 1341,Gaia EDR3 92597914738232448,02 06 15.56,18 36 25.62,DC,4189.04528,7.759379,36.43,,21.29
Gaia DR2 2006217676803960960,Gaia EDR3 2006217676803960960,22 18 00.80,56 02 18.63,DC,4187.59394,7.537044,39.36,,
Gaia DR2 5688717241916173568,Gaia EDR3 5688717241916173568,09 39 48.10,-14 58 37.12,DC,4170.0,7.83,35.51,,
NAME ER 8,Gaia EDR3 6085402414245451520,13 12 53.06,-47 28 08.89,DC,4158.0,8.09,16.78,17.05,
2MASS J13131314+0226457,Gaia EDR3 3691685882071367936,13 13 12.34,02 26 44.03,DC,4151.00941,7.799718,30.88,,21.031
GJ 1276,Gaia EDR3 2611561706216413696,22 53 56.06,-06 47 05.39,DZ,4132.0,8.0309,8.54,15.7,19.641
Gaia DR2 3103811515783541504,Gaia EDR3 3103811515783541504,06 41 12.73,-04 32 04.22,DC,4130.0,7.8,20.40,17.27,
WD 1300+263,Gaia EDR3 1459546263999675264,13 03 16.88,26 03 15.22,DC,4122.50503,7.814912,37.96,18.77,21.638
WD 0042-337,Gaia EDR3 5006232026455470848,00 45 21.93,-33 29 52.78,DA,4100.0,8.0,32.84,19.01,
LHS 1405,Gaia EDR3 515289392829738624,02 26 33.43,64 59 23.87,DC,4079.45457,7.766522,30.96,18.29,
2MASS J04255699+4614177,Gaia EDR3 256832412872262656,04 25 57.13,46 14 18.19,DC,4062.70647,8.002702,37.55,,
Gaia DR2 2073772770741915264,J1951+4026,19 51 51.74,40 26 24.90,DC,4034.0,8.222663,39.95,,
WD 2220+121,Gaia EDR3 2730707290168343680,22 22 30.79,12 21 54.69,DC12.5,4032.0,7.785,36.52,17.58,19.489
WD 1336+052,Gaia EDR3 3714914271705535360,13 41 21.34,05 00 46.15,DC,4030.15982,7.7546,14.67,16.71,19.67
Gaia DR2 3346603611845335424,Gaia EDR3 3346603611845335424,05 48 39.70,13 25 48.09,DC,3999.46025,7.803813,35.42,,
Gaia DR2 420531621029108608,Gaia EDR3 420531621029108608,00 13 25.88,54 38 07.25,DC,3978.62059,7.705879,32.28,,
WD J0205-053,Gaia EDR3 2490975272405858048,02 05 12.64,-05 17 48.02,DC,3920.0,7.72,32.18,18.59,21.31
Gaia DR2 675615677264385536,Gaia EDR3 675615677264385536,08 13 24.99,19 57 28.53,DC,3739.41649,7.62497,35.46,,21.755
LHS 2068,J0853-2446,08 53 58.41,-24 46 53.74,DC,3738.0,7.89,25.74,18.09,
Gaia DR2 105240786245136256,Gaia EDR3 105240786245136256,01 58 26.04,25 30 44.96,DC,3736.62372,7.523225,38.27,,21.932
EGGR 536,Gaia EDR3 1570514066627694336,12 50 07.22,54 46 46.12,DC,3690.98331,7.482123,23.70,17.79,21.089
EGGR 539,Gaia EDR3 1671668067321674368,14 05 54.70,66 48 01.86,DC,3652.25067,7.575479,36.71,,
WD 0343+247,J0346+2455,03 46 47.13,24 55 44.15,DC,3643.0,7.519,39.53,19.04,
WISEP J074509.38+262659.1,Gaia EDR3 874900643675606912,07 45 09.58,26 26 54.94,DC,3633.8833,7.690759,39.16,,22.06
Gaia DR2 3822028007288795264,J1004-0506,10 04 23.99,-05 06 21.17,DC,3598.0,7.81,35.34,,
Gaia DR2 4484289866726156160,J1824+1213,18 24 58.14,12 12 59.57,DZ,3414.0,7.630276,39.97,,
SDSS J110217.48+411315.4,Gaia EDR3 777395029106166272,11 02 17.38,41 12 53.11,DC,3371.0,7.598,34.86,,22.96385
2MASS J10280776-6327128,2MASS J10280776-6327128,10 28 07.76,-63 27 12.85,DAZ?,,,20.75,,
Gaia DR2 138980885387441408,Gaia EDR3 138980885387441408,03 04 33.13,36 11 50.47,,,,29.19,,18.667
Gaia DR2 1482387144509909632,Gaia EDR3 1482387144510345856,14 09 04.55,35 34 51.50,,,,24.31,,21.166
Gaia DR2 1688618481786030336,Gaia EDR3 1688618481786030336,13 18 29.40,73 53 17.50,,,,36.43,,
Gaia DR2 1768393380436198528,Gaia EDR3 1768393380436198528,22 04 43.39,14 14 00.88,,,,38.91,,18.206
Gaia DR2 1773756450263532928,Gaia EDR3 1773756450263532928,21 40 47.74,17 27 19.67,,,,36.08,,17.839
Gaia DR2 1794077216147295872,Gaia EDR3 1794077216147836672,21 37 23.26,22 48 11.61,,,,33.79,,19.324
Gaia DR2 1806529254064603136,Gaia EDR3 1806529254064603136,20 08 27.83,13 32 51.96,,,,38.93,,
Gaia DR2 1807451911815822848,Gaia EDR3 1807451911815822848,19 54 13.06,14 41 26.92,,,,26.58,,
Gaia DR2 1816648196999960192,Gaia DR2 1816648196999960192,20 26 17.07,19 46 07.84,,,,39.43,,
Gaia DR2 1820897706418880256,Gaia EDR3 1820897706418880256,19 45 30.77,16 43 39.06,,,,29.65,,
Gaia DR2 1822521027916668032,Gaia EDR3 1822521032223142272,20 11 45.96,19 38 40.08,,,,32.39,,
Gaia DR2 1827187256505415040,UCAC4 563-099325,19 55 13.90,22 24 58.79,,,,14.82,15.64,
Gaia DR2 1827747423304288384,UCAC4 563-093667,19 43 33.65,22 25 13.78,,,,17.46,,
Gaia DR2 1830478056122686208,Gaia EDR3 1830478060436577536,20 14 37.20,23 16 07.10,,,,29.79,,
Gaia DR2 1858028317110761600,Gaia EDR3 1858028317110761600,20 47 13.23,28 18 51.01,,,,37.41,,
Gaia DR2 1858218631411127552,Gaia DR2 1858218631411127552,20 50 09.26,29 19 29.59,,,,32.79,,
Gaia DR2 1858619304615903360,Gaia EDR3 1858619304629874816,20 52 41.84,29 48 27.31,,,,17.57,,
